name,role,sentence,true_role
Colin Martin,Musician,"Other pundits to take part in the survey included BBC Radio 1 DJ Trevor Nelson, NME editor Conor McNicholas, Top of the Pops presenter Fearne Cotton, Glastonbury organiser Emily Eavis and BBC Radio 2 music editor Colin Martin.",unknown
Leeds,Musician,great Dr Dre's latest protege while Leeds group Kaiser Chiefs came fifth with a promise to lead a Britpop revival.,unknown
Keane,Musician,"In last year's survey, Keane were followed by Franz Ferdinand, Razorlight and Joss Stone in the top five - all of whom were virtually unknown outside the music industry at that point.

",unknown
Joss Stone,Musician,"In last year's survey, Keane were followed by Franz Ferdinand, Razorlight and Joss Stone in the top five - all of whom were virtually unknown outside the music industry at that point.

",unknown
McFly,Musician,"Boy band McFly were sixth while Scissor Sisters, who had the UK's best-selling album of 2004, were seventh.",unknown
Scissor Sisters,Musician,"Boy band McFly were sixth while Scissor Sisters, who had the UK's best-selling album of 2004, were seventh.",unknown
Gerrard,Author,"Parry puts Gerrard 'above money'

Listen to the full interview on Sport on Five and the BBC Sport website from 1900 GMT.

",unknown
Parry,Author,"But Parry, speaking exclusively to BBC Sport, also admits Gerrard, who has been constantly linked with Chelsea, will have the final say on his future.",unknown
Steven,TV Personality,"He told BBC Five Live: ""Steven is above money.",unknown
Steven,Author,"But we are also realistic enough to know we can't keep Steven against his will.""",unknown
Parry,Author,"On the subject of Liverpool's finances, Parry also revealed the club is ready to explore the possibility of a sponsorship deal for its proposed new stadium.

",unknown
Alan Hansen,TV Personality,"And responding to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen, he insisted talks on new investment are ongoing, but added the door has not closed on shareholder and lifelong fan Steve Morgan.",unknown
Steve Morgan,TV Personality,"And responding to criticism from BBC Sport pundit and former Liverpool stalwart Alan Hansen, he insisted talks on new investment are ongoing, but added the door has not closed on shareholder and lifelong fan Steve Morgan.",unknown
Parry,Author,Parry joined Liverpool as chief executive in July 1998 from a similar role at the Premier League.,unknown
Rafael Benitez,Author,"There have been several highs and lows during his time in charge at Anfield - and he had a busy summer, overseeing the arrival of new manager Rafael Benitez and managing to hold on to Steven Gerrard.

",unknown
Steven Gerrard,Author,"There have been several highs and lows during his time in charge at Anfield - and he had a busy summer, overseeing the arrival of new manager Rafael Benitez and managing to hold on to Steven Gerrard.

",unknown
Parry,Author,"On the subject of Liverpool's captain and prize asset, Parry revealed Real Madrid

did

ask for an option on the England midfield man during negotiations for striker Fernando Morientes.",unknown
Fernando Morientes,Author,"On the subject of Liverpool's captain and prize asset, Parry revealed Real Madrid

did

ask for an option on the England midfield man during negotiations for striker Fernando Morientes.",unknown
Fernando Morientes,Author,"He said: ""They were looking for ways of saying they got more out of the deal for Fernando Morientes, but the response to Real Madrid was the same - Steven is not for sale.""",unknown
Gerrard,Author,"But when asked if Gerrard would be a Liverpool player on the first day of next season, Parry said: ""I sincerely hope he will be.",unknown
Parry,Author,"But when asked if Gerrard would be a Liverpool player on the first day of next season, Parry said: ""I sincerely hope he will be.",unknown
Steven,Author,Steven knows my views.,unknown
Rafa,Author,He knows Rafa's views.,unknown
Steven,Author,"""We have re-affirmed recently to Steven that we are trying to build a team around him.",unknown
Steven,Author,"""I think Steven would dearly love to win things with Liverpool more than he'd like to do anything else.",unknown
Parry,Author,It is expected Chelsea will test Liverpool with a Â£30m-plus bid in the summer - but Parry claims he will be in no mood to listen.,unknown
Steven,Author,"""There have been a lot of open secrets about Steven, most of which have been complete myths.",unknown
Parry,Author,"We didn't had an offer last summer,"" Parry explained.",unknown
Chelsea,Author,"""We had told Chelsea that as far as we were concerned he was not for sale and we didn't want to sell him.",unknown
Steven,Author,"""Our position is we want Steven to stay, but we are also realistic enough and have enough respect for Steven - and he has enough respect for us - to know that it is his decision that will be crucial.",unknown
Steven,Author,"""Our position is we want Steven to stay, but we are also realistic enough and have enough respect for Steven - and he has enough respect for us - to know that it is his decision that will be crucial.",unknown
Steven,Author,"""You are not going to keep a player like Steven against his will.",unknown
Steven,Author,"That just doesn't work, but any idea we are going to accept offers for Steven and then tell him 'by the way we've decided to sell you' is not on the agenda.",unknown
Parry,Author,"Parry is currently in the process of finalising funding for Liverpool's new stadium in Stanley Park, which is set to open in 2007.",unknown
Parry,Author,"Some Liverpool fans would find such a move highly controversial, but Parry countered: ""I recognise it would be an emotive issue for many supporters, but you look at the amount of money available and it could go into the team.",unknown
Parry,Author,"""

On the subject of possible new investment, Parry revealed Liverpool are still in negotiations with a mystery investor, with rumours of interest from the Middle East.",unknown
Steve Morgan,Author,"That prompted the withdrawal of tycoon Steve Morgan, who got frustrated by failed bids and what he claimed was indecision by the board.",unknown
Parry,Author,"He also accused Liverpool of using him as ""a stalking horse"" to attract other bids, but Parry explained: ""Steve has never been used as a stalking horse.",unknown
Steve,Author,"He also accused Liverpool of using him as ""a stalking horse"" to attract other bids, but Parry explained: ""Steve has never been used as a stalking horse.",unknown
Steve,Author,"""We had discussions with Steve over the course of 2004.",unknown
Steve,Author,"""Steve's interest was taken very much on its own merits.",unknown
Steve,Author,We had a perfectly sensible dialogue with Steve last year.,unknown
Gerrard,Author,"As for the stadium, if it gets us cash what difference does it make really?

Â£50m for Gerrard?",unknown
Gerrard,Author,"We cannot let that sum of money go, despite Gerrard's quality.

",unknown
Michael Owen,Musician,"I am hoping he doesn't walk out of the club like Michael Owen did for very little cash.

",unknown
Rafa,Author,"Â£50m realistically would allow Rafa to completely rebuild the squad, however, if we can afford to do this AND keep Gerrard we will be better for it.",unknown
Gerrard,Author,"Â£50m realistically would allow Rafa to completely rebuild the squad, however, if we can afford to do this AND keep Gerrard we will be better for it.",unknown
Gerrard,Author,"I would however be happy with Gerrard's transfer for any fee over Â£35m.

Parry's statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players.",unknown
Parry,Author,"I would however be happy with Gerrard's transfer for any fee over Â£35m.

Parry's statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players.",unknown
Gerrard,Author,"I would however be happy with Gerrard's transfer for any fee over Â£35m.

Parry's statements are clever in that any future Gerrard transfer cannot be construed as a lack of ambition by the club to not try and keep their best players.",unknown
Gerrard,Musician,I would keep Gerrard.,unknown
Gerrard,Author,The key is if Gerrard comes out and says that he is happy.,unknown
Billboard,Musician,"Billboard's Hot 100 chart now incorporates data from sales of music downloads, previously only assigned to a separate download chart.",unknown
Kelly Clarkson,Musician,"In addition to Green Day, other artists in the current US digital sales top 10 include Kelly Clarkson, The Game and the Killers.

",unknown
Napster,Author,"The UK's first official music download chart was launched last September, compiling the most popular tracks downloaded from legal UK sites - including iTunes, OD2, mycokemusic.com and Napster.",unknown
Westlife,Musician,"Westlife's Flying Without Wings - a 1999 track reissued for the occasion - was the first number one of the UK download chart.

",unknown
Sean McAllister's,Musician,British director Sean McAllister's The Liberace of Baghdad - about a pianist in war-torn Iraq - won a special prize in the world documentary category.,unknown
Robert Redford,Film Actor,The Sundance festival was founded by actor Robert Redford in 1981.,unknown
Dallaire,Author,The Journey of Romeo Dallaire tells the story of a UN mission to Rwanda during the 1994 genocide.,unknown
Wall,Author,"Meanwhile, French-Israeli production Wall, which looks at Israel's controversial security wall separating it from the Palestinian territories, picked up a world cinema special jury prize for documentaries.",unknown
Forty Shades,Author,"In the main drama category, Forty Shades of Blue was named winner of the grand jury prize.",unknown
Yelena Isinbayeva,Author,"Isinbayeva heads for Birmingham

Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2005 Norwich Union Grand Prix in Birmingham on 18 February.

",unknown
